roof surface gmlid; deviations geometry; mean distance to roof; 90th percentile distance to roof; building gmlid 
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;MULTIPOLYGON Z (((91593.93360307504 434197.4716316016 5.39999999999999, 91593.65034099967 434197.5055372137 5.39999999999999, 91593.6093410209 434197.5351051846 5.39999999999999, 91593.3295988563 434197.5882864617 5.39999999999999, 91593.30269496203 434197.6081962759 5.39999999999999, 91593.00878040973 434197.6601965429 5.39999999999999, 91593.0002408997 434197.6668912807 5.39999999999999, 91592.68257391047 434197.7443226093 5.39999999999999, 91592.40230836405 434197.9815084693 5.39999999999999, 91592.2894980962 434198.1609586736 5.39999999999999, 91593.0734227534 434197.9928831742 5.39999999999999, 91593.37745037343 434197.9276988563 5.39999999999999, 91593.68230492559 434197.8623372421 5.39999999999999, 91594.00264580319 434197.793655319 5.39999999999999, 91593.93360307504 434197.4716316016 5.39999999999999)), ((91598.40499904679 434196.4203292027 5.39999999999999, 91598.28885431262 434196.4857682456 5.39999999999999, 91597.70349800923 434196.4960226626 5.39999999999999, 91597.55461084464 434196.5970706727 5.39999999999999, 91597.51070847602 434196.6468789552 5.39999999999999, 91597.2225899121 434196.5763983387 5.39999999999999, 91596.69286237321 434196.5895655624 5.39999999999999, 91596.55618244855 434196.5553649355 5.39999999999999, 91596.38431937475 434196.6841665488 5.39999999999999, 91596.06607083602 434196.7988802342 5.39999999999999, 91595.9538950532 434196.8008106014 5.39999999999999, 91595.83368785141 434196.8397734674 5.39999999999999, 91595.76085877094 434196.9353529654 5.39999999999999, 91595.48835886386 434197.1121344178 5.39999999999999, 91595.23435383294 434197.1474342105 5.39999999999999, 91595.18874882186 434197.1797085261 5.39999999999999, 91594.89930478523 434197.2270640489 5.39999999999999, 91594.88641362816 434197.2370731275 5.39999999999999, 91594.9616617971 434197.588039778 5.39999999999999, 91595.26586460911 434197.5228178985 5.39999999999999, 91595.5672253716 434197.458205362 5.39999999999999, 91595.86681070538 434197.3939734819 5.39999999999999, 91596.18508895881 434197.325733791 5.39999999999999, 91596.51340839276 434197.2553412446 5.39999999999999, 91596.82821121936 434197.1878466943 5.39999999999999, 91597.59545975634 434197.0233465989 5.39999999999999, 91598.37634536084 434196.8559226806 5.39999999999999, 91598.660219611 434196.795059298 5.39999999999999, 91598.58014618987 434196.4091881862 5.39999999999999, 91598.40499904679 434196.4203292027 5.39999999999999)), ((91591.06571202783 434197.8721078357 5.39999999999999, 91590.87923473677 434198.0006869355 5.39999999999999, 91590.54936738616 434197.8496261862 5.39999999999999, 91590.51324288608 434197.8575380886 5.39999999999999, 91590.20801824819 434197.9274854015 5.39999999999999, 91590.07738772526 434198.0319898198 5.39999999999999, 91590.1951218613 434198.010311433 5.39999999999999, 91590.3013486133 434198.587223129 5.39999999999999, 91590.66569323168 434198.5091066887 5.39999999999999, 91590.98045541573 434198.4416208522 5.39999999999999, 91591.65718846281 434198.2965275148 5.39999999999999, 91591.43739159091 434198.0362565386 5.39999999999999, 91591.06571202783 434197.8721078357 5.39999999999999)), ((91589.35270362267 434198.1654259057 5.39999999999999, 91589.33132786884 434198.1600819672 5.39999999999999, 91589.31686416572 434198.1720250249 5.39999999999999, 91589.35270362267 434198.1654259057 5.39999999999999)), ((91580.76865532003 434200.0298859776 5.39999999999999, 91580.48428095672 434199.7670551267 5.39999999999999, 91580.35020410275 434199.7939207135 5.39999999999999, 91580.12759995461 434200.0116538737 5.39999999999999, 91580.15411484749 434200.160468684 5.39999999999999, 91580.76865532003 434200.0298859776 5.39999999999999)), ((91584.46420956482 434199.2039480128 5.39999999999999, 91584.25171942706 434199.1740419935 5.39999999999999, 91584.14581323718 434199.1142494175 5.39999999999999, 91583.94135764401 434199.1554245023 5.39999999999999, 91583.92130138267 434199.1662207451 5.39999999999999, 91583.63742717799 434199.2250795831 5.39999999999999, 91583.60799252358 434199.2413031613 5.39999999999999, 91583.32548560076 434199.2936811707 5.39999999999999, 91583.28593900462 434199.3150110901 5.39999999999999, 91583.01025276458 434199.365135861 5.39999999999999, 91582.96559599706 434199.3898703206 5.39999999999999, 91582.93599751935 434199.3959380085 5.39999999999999, 91582.70480615222 434199.6172088506 5.39999999999999, 91582.41460547147 434199.7247084383 5.39999999999999, 91582.0729323484 434199.6809824136 5.39999999999999, 91581.95014501025 434199.6137378043 5.39999999999999, 91581.73723526354 434199.6612869402 5.39999999999999, 91581.43211107628 434199.7319363576 5.39999999999999, 91581.42574416935 434199.7355843493 5.39999999999999, 91581.26195167916 434199.7711134666 5.39999999999999, 91581.13628595752 434199.9512058386 5.39999999999999, 91580.85835724315 434200.1127923005 5.39999999999999, 91580.79448577198 434200.0537595772 5.39999999999999, 91580.81972356963 434200.171471748 5.39999999999999, 91580.91168510341 434200.600391574 5.39999999999999, 91581.26578859735 434200.5244708576 5.39999999999999, 91581.59183781262 434200.4545650519 5.39999999999999, 91581.90342201365 434200.3877605833 5.39999999999999, 91582.21787987454 434200.3203399944 5.39999999999999, 91582.53417564624 434200.2525253526 5.39999999999999, 91582.83472985863 434200.1880857425 5.39999999999999, 91583.13651156229 434200.1233829549 5.39999999999999, 91583.45109844768 434200.0559347029 5.39999999999999, 91583.77989058185 434199.9854408082 5.39999999999999, 91584.09347350497 434199.9182078083 5.39999999999999, 91584.40804405026 434199.8507630596 5.39999999999999, 91584.5943253366 434199.810823864 5.39999999999999, 91584.46420956482 434199.2039480128 5.39999999999999)), ((91589.22727906238 434198.2459977866 5.39999999999999, 91589.00626846307 434198.428492016 5.39999999999999, 91588.66139695792 434198.3198798861 5.39999999999999, 91588.65439389035 434198.3427794874 5.39999999999999, 91588.37468254007 434198.5721662015 5.39999999999999, 91588.02194436999 434198.4618637118 5.39999999999999, 91587.99364708774 434198.43038945 5.39999999999999, 91587.69177316732 434198.5038314892 5.39999999999999, 91587.37449578752 434198.5729816874 5.39999999999999, 91587.36424177591 434198.5703739861 5.39999999999999, 91587.07231149513 434198.649261295 5.39999999999999, 91587.04846553742 434198.6448814253 5.39999999999999, 91586.77496525263 434198.718345903 5.39999999999999, 91586.72997008996 434198.7091765831 5.39999999999999, 91586.46351939879 434198.7950862168 5.39999999999999, 91586.40040722891 434198.783720482 5.39999999999999, 91586.14491992576 434198.8691635174 5.39999999999999, 91586.0790616999 434198.8585099809 5.39999999999999, 91585.83288006927 434198.939496082 5.39999999999999, 91585.77905686895 434198.930499242 5.39999999999999, 91585.53575680799 434199.00364828 5.39999999999999, 91585.65983739409 434199.582375289 5.39999999999999, 91585.9631263593 434199.5173493406 5.39999999999999, 91586.28023729876 434199.4493599247 5.39999999999999, 91586.59552148798 434199.3817621688 5.39999999999999, 91586.90938516113 434199.3144689754 5.39999999999999, 91587.2116535989 434199.2496618307 5.39999999999999, 91587.51518389184 434199.184584141 5.39999999999999, 91587.83059455162 434199.1169592695 5.39999999999999, 91588.15671197524 434199.0470388398 5.39999999999999, 91588.46964477889 434198.9799452272 5.39999999999999, 91588.78293869022 434198.9127741921 5.39999999999999, 91589.10047619081 434198.8446933204 5.39999999999999, 91589.33628951111 434198.794134327 5.39999999999999, 91589.22727906238 434198.2459977866 5.39999999999999)));5.749439024390254;5.80600000000001;ID_0599100000616635
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;POLYGON Z ((91597.41569206407 434188.3775750622 5.39999999999999, 91597.31 434187.87 5.39999999999999, 91597.2627885446 434187.8806149953 5.39999999999999, 91596.94659660291 434187.9517074019 5.39999999999999, 91596.63968541469 434188.0207131294 5.39999999999999, 91596.32165849781 434188.0922181107 5.39999999999999, 91596.42200342841 434188.5228121802 5.39999999999999, 91596.60208423047 434188.567953729 5.39999999999999, 91596.73572002728 434188.4652604488 5.39999999999999, 91596.91746433821 434188.4945414767 5.39999999999999, 91596.97954303306 434188.7655892993 5.39999999999999, 91596.83057649003 434188.8675382771 5.39999999999999, 91596.90435019211 434189.1923627861 5.39999999999999, 91597.05620266079 434189.2213191327 5.39999999999999, 91597.12764808063 434189.5511425093 5.39999999999999, 91597.01902827788 434189.6462651768 5.39999999999999, 91596.81587258172 434189.6285566899 5.39999999999999, 91596.68768184823 434189.7250723875 5.39999999999999, 91596.75637136784 434190.0139206237 5.39999999999999, 91596.94599419953 434190.0490359629 5.39999999999999, 91597.08457889296 434189.9364358995 5.39999999999999, 91597.26352072255 434189.976567972 5.39999999999999, 91597.32423803501 434190.2645152266 5.39999999999999, 91597.18506216643 434190.3632717562 5.39999999999999, 91597.26035657861 434190.6924159008 5.39999999999999, 91597.09356712895 434190.7909933064 5.39999999999999, 91596.94641587752 434190.7620188343 5.39999999999999, 91596.78504906889 434190.8617495145 5.39999999999999, 91596.86009800324 434191.1887484427 5.39999999999999, 91597.04199065935 434191.2161694461 5.39999999999999, 91597.10580424861 434191.4895330649 5.39999999999999, 91596.96036165196 434191.6088962994 5.39999999999999, 91597.02206037202 434191.8781270779 5.39999999999999, 91597.21899953049 434191.9021919626 5.39999999999999, 91597.29457883401 434192.2349665081 5.39999999999999, 91597.13417193077 434192.3357569419 5.39999999999999, 91597.20673210094 434192.6552101587 5.39999999999999, 91597.42963486188 434192.6693537349 5.39999999999999, 91597.496423641 434192.9610635497 5.39999999999999, 91597.66577470455 434193.0014717124 5.39999999999999, 91597.72955083204 434193.2851076478 5.39999999999999, 91597.93592268311 434193.3083677844 5.39999999999999, 91598.01095799801 434193.6476579041 5.39999999999999, 91598.18882680664 434193.6638646293 5.39999999999999, 91598.203648119 434194.0658927286 5.39999999999999, 91598.1661742407 434194.078566376 5.39999999999999, 91598.10816458473 434194.4540479228 5.39999999999999, 91598.17146034011 434194.7365170402 5.39999999999999, 91598.05793013825 434194.8289333936 5.39999999999999, 91598.1320489045 434195.1471499633 5.39999999999999, 91598.03365758334 434195.2355013537 5.39999999999999, 91598.10830923378 434195.5580347663 5.39999999999999, 91598.02225032345 434195.6407034772 5.39999999999999, 91598.0916710801 434195.9459646124 5.39999999999999, 91597.81233444552 434196.2078427073 5.39999999999999, 91597.70349800923 434196.4960226626 5.39999999999999, 91598.28885431262 434196.4857682456 5.39999999999999, 91598.40499904679 434196.4203292027 5.39999999999999, 91598.58014618987 434196.4091881862 5.39999999999999, 91598.4933631524 434195.99098366 5.39999999999999, 91598.69032060028 434195.9501123531 5.39999999999999, 91598.98 434195.89 5.39999999999999, 91598.87418671172 434195.3818427713 5.39999999999999, 91598.81704685107 434195.1074345782 5.39999999999999, 91598.73933744177 434194.7342432833 5.39999999999999, 91598.65343940529 434194.3217269643 5.39999999999999, 91598.5762108193 434193.9508447729 5.39999999999999, 91598.49064350344 434193.5399167051 5.39999999999999, 91598.43050822457 434193.25112333 5.39999999999999, 91598.35547554604 434192.890786754 5.39999999999999, 91598.24251741629 434192.3483171729 5.39999999999999, 91598.20029790609 434192.1455623994 5.39999999999999, 91598.12240182684 434191.7714746415 5.39999999999999, 91598.04741706302 434191.4113681709 5.39999999999999, 91597.96121507653 434190.9973921639 5.39999999999999, 91597.89582592873 434190.6833676338 5.39999999999999, 91597.78561217933 434190.1540776516 5.39999999999999, 91597.7374076057 434189.9225802382 5.39999999999999, 91597.66104471611 434189.555855463 5.39999999999999, 91597.63792443623 434189.4448227417 5.39999999999999, 91597.54794819845 434189.0127212884 5.39999999999999, 91597.49669824568 434188.7665987607 5.39999999999999, 91597.49371530958 434188.7522735227 5.39999999999999, 91597.41569206407 434188.3775750622 5.39999999999999));0.3148965517241483;1.159700000000011;ID_0599100000616635
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;POLYGON Z ((91579.4068191694 434192.095688258 5.39999999999999, 91579.36081201027 434191.9056846658 5.39999999999999, 91578.77887755207 434192.0365264605 5.39999999999999, 91578.63 434192.07 5.39999999999999, 91578.78805624363 434192.8369614445 5.39999999999999, 91578.9400843067 434193.5746713898 5.39999999999999, 91579.05010502419 434194.1085424125 5.39999999999999, 91579.14076994768 434194.548490238 5.39999999999999, 91579.22126782818 434194.9391029039 5.39999999999999, 91579.24000000001 434195.03 5.39999999999999, 91579.28549271797 434195.285327835 5.39999999999999, 91579.29339056836 434195.3296545125 5.39999999999999, 91579.34435050118 434195.6156670854 5.39999999999999, 91579.42032641548 434196.0420818298 5.39999999999999, 91579.4655030986 434196.2956359194 5.39999999999999, 91579.54157950336 434196.7226146664 5.39999999999999, 91579.61596287169 434197.1400912481 5.39999999999999, 91579.66805218933 434197.4324424923 5.39999999999999, 91579.75431574337 434197.9165966046 5.39999999999999, 91579.81969079122 434198.2835139965 5.39999999999999, 91579.86585291938 434198.5425988955 5.39999999999999, 91579.94799930353 434199.0036453959 5.39999999999999, 91579.99745569927 434199.2812193685 5.39999999999999, 91580.02070576952 434199.4117103649 5.39999999999999, 91580.12759995461 434200.0116538737 5.39999999999999, 91580.35020410275 434199.7939207135 5.39999999999999, 91580.48428095672 434199.7670551267 5.39999999999999, 91580.76865532003 434200.0298859776 5.39999999999999, 91580.7884647313 434200.025676708 5.39999999999999, 91580.79448577198 434200.0537595772 5.39999999999999, 91580.85835724315 434200.1127923005 5.39999999999999, 91581.13628595752 434199.9512058386 5.39999999999999, 91581.26195167916 434199.7711134666 5.39999999999999, 91581.07239037375 434199.631967402 5.39999999999999, 91580.96175005096 434199.1412765384 5.39999999999999, 91580.7538973851 434199.1192167036 5.39999999999999, 91580.68087721798 434198.8037695817 5.39999999999999, 91580.7797328578 434198.709903501 5.39999999999999, 91580.71842093502 434198.4450045527 5.39999999999999, 91580.82514006109 434198.3375036014 5.39999999999999, 91580.76407346732 434198.0694891066 5.39999999999999, 91580.53313283339 434198.0424960455 5.39999999999999, 91580.42212903289 434197.7734172126 5.39999999999999, 91580.30912693727 434197.7470429094 5.39999999999999, 91580.18675507106 434197.4053430061 5.39999999999999, 91580.356275178 434197.2738784334 5.39999999999999, 91580.28954513595 434196.9864943855 5.39999999999999, 91580.41267387327 434196.8780738591 5.39999999999999, 91580.34751021746 434196.5971656672 5.39999999999999, 91580.10883079306 434196.5806839679 5.39999999999999, 91580.00557868619 434196.2861353218 5.39999999999999, 91579.91343141629 434196.2592056027 5.39999999999999, 91579.82857668711 434195.9371433352 5.39999999999999, 91579.950937822 434195.8032135112 5.39999999999999, 91580.1521744347 434195.8327482379 5.39999999999999, 91580.28248781862 434195.7309532845 5.39999999999999, 91580.21995921996 434195.4559987618 5.39999999999999, 91580.3664744444 434195.3447465236 5.39999999999999, 91580.30195503923 434195.0654696699 5.39999999999999, 91580.00918478206 434195.0353647591 5.39999999999999, 91579.94482331385 434194.9008410036 5.39999999999999, 91580.09781302382 434194.6195373433 5.39999999999999, 91579.98004470198 434194.3787431853 5.39999999999999, 91579.96594878634 434194.3727272499 5.39999999999999, 91579.6145625167 434194.4283995601 5.39999999999999, 91579.46818702243 434194.3708949017 5.39999999999999, 91579.42224402343 434194.1683574554 5.39999999999999, 91579.40461249278 434194.1529792818 5.39999999999999, 91579.26833389929 434193.6141305903 5.39999999999999, 91579.62720423049 434193.6573679796 5.39999999999999, 91579.75991327343 434193.5583198309 5.39999999999999, 91579.68353775461 434193.2293959299 5.39999999999999, 91579.81830145023 434193.1302509767 5.39999999999999, 91579.74654889498 434192.8215261666 5.39999999999999, 91579.58455433411 434192.7858042891 5.39999999999999, 91579.52048376561 434192.5112161384 5.39999999999999, 91579.35287799056 434192.4702255955 5.39999999999999, 91579.2893355377 434192.1954251176 5.39999999999999, 91579.4068191694 434192.095688258 5.39999999999999));0.5105294117647162;1.33600000000001;ID_0599100000616635
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;MULTIPOLYGON Z (((91586.87001546807 434190.4226864203 5.39999999999999, 91587.16288214066 434190.380463311 5.39999999999999, 91587.34882578019 434190.1096644392 5.39999999999999, 91586.82348958962 434190.2277807132 5.39999999999999, 91586.29982079068 434190.345522092 5.39999999999999, 91586.52959125335 434190.4973451066 5.39999999999999, 91586.59927373621 434190.8057925677 5.399999999999991, 91586.44859110353 434190.9099187723 5.399999999999991, 91586.51115114476 434191.1872371641 5.399999999999991, 91586.70304596864 434191.2134275338 5.399999999999991, 91586.82689890941 434191.1056593905 5.399999999999991, 91586.76729486587 434190.8481393565 5.399999999999991, 91586.90858697658 434190.729667621 5.399999999999991, 91586.84450708801 434190.458823292 5.39999999999999, 91586.87001546807 434190.4226864203 5.39999999999999)), ((91585.90118430418 434190.4351512807 5.39999999999999, 91585.34355044398 434190.5605293434 5.39999999999999, 91585.02639801614 434190.6318377052 5.39999999999999, 91584.71858073446 434190.7010471582 5.39999999999999, 91584.4142402053 434190.7694749003 5.39999999999999, 91584.09978877819 434190.8401759706 5.39999999999999, 91583.78225732212 434190.9115695528 5.39999999999999, 91583.46297270354 434190.9833573151 5.39999999999999, 91583.50112229881 434191.1459950634 5.39999999999999, 91583.70153298098 434191.1737892455 5.39999999999999, 91583.81867161969 434191.0772809939 5.39999999999999, 91584.01757746599 434191.0959899597 5.39999999999999, 91584.08314176017 434191.3862083796 5.39999999999999, 91584.23814331538 434191.4253799683 5.39999999999999, 91584.38941072155 434191.3129514907 5.39999999999999, 91584.55758002608 434191.3555666006 5.39999999999999, 91584.69767844843 434191.2451135782 5.39999999999999, 91584.88562218823 434191.27961284 5.39999999999999, 91585.01106048119 434191.1637566389 5.39999999999999, 91585.20029098545 434191.1995289808 5.39999999999999, 91585.34044709188 434191.088552132 5.39999999999999, 91585.52562538661 434191.134972849 5.399999999999991, 91585.58370460357 434191.3896278772 5.399999999999991, 91585.74861059203 434191.4311690804 5.399999999999991, 91585.90541318446 434191.3274456264 5.399999999999991, 91585.841717634 434191.0501826422 5.399999999999991, 91585.96936677632 434190.951525 5.399999999999991, 91586.14653783779 434190.9894545794 5.399999999999991, 91586.28931533528 434190.871398274 5.399999999999991, 91586.15924452009 434190.3771291764 5.39999999999999, 91585.90118430418 434190.4351512807 5.39999999999999)));0.07889473684211552;0.32140000000000934;ID_0599100000616635
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;POLYGON Z ((91591.44037586755 434189.2252430781 5.39999999999999, 91591.58348753727 434189.3196212776 5.39999999999999, 91591.91641867628 434189.273030331 5.39999999999999, 91592.07818396768 434189.0463183799 5.39999999999999, 91591.43264779171 434189.1914603466 5.39999999999999, 91590.97750858616 434189.2937935727 5.39999999999999, 91590.65898382913 434189.3654104881 5.39999999999999, 91590.33851500165 434189.4374645071 5.39999999999999, 91589.84510697816 434189.5484020713 5.39999999999999, 91589.33524537948 434189.6630390474 5.39999999999999, 91589.05047428441 434189.7270668097 5.39999999999999, 91588.76745038928 434189.7907017326 5.39999999999999, 91588.25056749473 434189.9069173727 5.39999999999999, 91588.43344198924 434190.0281148561 5.39999999999999, 91588.75087301589 434190.0119285714 5.39999999999999, 91588.80367039907 434189.9519062832 5.39999999999999, 91589.05398143127 434189.9462813162 5.39999999999999, 91589.074868368 434189.9237932902 5.39999999999999, 91589.37279457254 434189.8685176736 5.399999999999991, 91589.38505701446 434189.8477338738 5.399999999999991, 91589.70291287533 434189.7792726115 5.39999999999999, 91589.84652613028 434189.5540870277 5.39999999999999, 91590.01215469779 434189.6680552564 5.39999999999999, 91590.33626055002 434189.6506597445 5.39999999999999, 91590.37632164726 434189.6000330832 5.39999999999999, 91590.6572976046 434189.5639895201 5.39999999999999, 91590.69360726533 434189.5158892685 5.39999999999999, 91590.96637393962 434189.5002579404 5.39999999999999, 91591.01341427186 434189.4461362679 5.39999999999999, 91591.27351274277 434189.42824984 5.39999999999999, 91591.44037586755 434189.2252430781 5.39999999999999));0.9385555555555661;1.1840000000000104;ID_0599100000616635
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;POLYGON Z ((91582.77280593607 434191.3698515982 5.39999999999999, 91583.07026864093 434191.3269658708 5.39999999999999, 91583.13772349582 434191.2217036578 5.39999999999999, 91583.08024695975 434191.0694091418 5.39999999999999, 91582.72298253217 434191.1497362615 5.39999999999999, 91582.47669189348 434191.205112101 5.39999999999999, 91582.47087354025 434191.4291187006 5.39999999999999, 91582.74224923787 434191.4103185769 5.39999999999999, 91582.77280593607 434191.3698515982 5.39999999999999));1.2015000000000104;1.2043000000000108;ID_0599100000616635
RCID_537deeae-0ef0-42b9-885f-3a93c52d0b46;POLYGON Z ((91593.18632438111 434188.9742650837 5.39999999999999, 91593.48702678677 434188.9105085611 5.39999999999999, 91593.62713207855 434188.6980538153 5.39999999999999, 91593.14936691077 434188.8054742492 5.39999999999999, 91592.6650848853 434188.9143599294 5.39999999999999, 91592.86727109355 434189.0387822114 5.39999999999999, 91593.17889916823 434188.985387993 5.39999999999999, 91593.18632438111 434188.9742650837 5.39999999999999));1.2970000000000104;1.3234000000000106;ID_0599100000616635
RCID_ead6ee51-ddfd-40ee-9274-df2821f3a865;POLYGON Z ((91572.51588043639 434207.0613825915 8.680521158265538, 91573.28999999999 434206.08 7.55624999999999, 91572.39700801903 434206.645034749 8.09215815754744, 91571.94236213718 434206.9327089132 8.365003202171318, 91571.73195313822 434207.0658438108 8.491275219577838, 91571.43765697605 434207.2520577541 8.667890147149006, 91571.03 434207.51 8.912535903899119, 91571.06230467987 434207.6679538215 9.132562693938429, 91571.15369446969 434208.1148044511 9.755017464271427, 91571.263073979 434208.649615864 10.5, 91571.64505437763 434208.1653639071 9.945241322650372, 91571.81264086737 434207.9529077552 9.701851714912063, 91572.14904111094 434207.5264395992 9.213290116344943, 91572.15270703117 434207.5217921643 9.20796601839441, 91572.51588043639 434207.0613825915 8.680521158265538));-0.5584335324976715;-0.6269746781831388;ID_0599100000616635
RCID_85d4115b-f3b4-41ba-9328-73337df7ba31;POLYGON Z ((91572.75159423552 434206.420672674 7.879361570330842, 91573.28999999999 434206.08 7.55624999999999, 91572.70004863838 434206.1894755104 7.55624999999999, 91572.39994223548 434206.2451653584 7.55624999999999, 91572.08342914733 434206.3038997459 7.55624999999999, 91571.76175230804 434206.3635923552 7.55624999999999, 91571.44177017377 434206.4229704832 7.55624999999999, 91571.35000000001 434206.44 7.55624999999999, 91571.22752987462 434206.8495094817 8.075326577196535, 91571.03 434207.51 8.912535903899119, 91571.54070480565 434207.1868549238 8.606048413201432, 91571.83069220795 434207.0033673198 8.432019286639484, 91572.24163316992 434206.7433471535 8.18540272289053, 91572.47807155742 434206.5937423331 8.043509779480717, 91572.75159423552 434206.420672674 7.879361570330842));-0.5886339244990793;-0.6870088699384931;ID_0599100000616635
RCID_05a6882d-b57c-4bd2-b760-31fd6504b775;POLYGON Z ((91574.37452122428 434206.6061263582 8.578729880505728, 91574.41891499147 434206.6276628026 8.620584048749464, 91574.9506082817 434206.8855995291 9.121861183461215, 91575.02588375979 434206.9221174065 9.192830437101632, 91575.52554493154 434207.1645146107 9.663907889301584, 91576.41236887479 434207.59473344 10.5, 91575.605657013 434206.9535865987 9.386328687669169, 91575.30242942215 434206.7125917388 8.967720898424917, 91574.83286410481 434206.3393973751 8.319482725718661, 91574.80988416974 434206.3211337131 8.287758766200028, 91574.43927215823 434206.0265840333 7.776126317498985, 91574.28 434205.9 7.55624999999999, 91573.96804327889 434205.9567194039 7.55624999999999, 91573.65305436576 434206.0139901153 7.55624999999999, 91573.28999999999 434206.08 7.55624999999999, 91573.71464238159 434206.286003852 7.956600202341587, 91573.89051012151 434206.3713213648 8.122407216223429, 91574.37452122428 434206.6061263582 8.578729880505728));0.16021145312754512;0.6979743106676968;ID_0599100000616635
