apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
south;6951;376;LINESTRING (90949.97924514534 433471.2269309028, 90947.02823966627 433470.8821893753, 90944.82997297592 433470.1568805064, 90945.17855742591 433466.6174072767, 90947.3780478288 433467.3526158586, 90950.32906313849 433467.6973423852, 90949.97924514534 433471.2269309028);18.563414007946438;0.19669631902973717;0.9178592634079795
south;6951;377;LINESTRING (90950.32905822287 433467.6973498861, 90947.3780478288 433467.3526158586, 90945.17866989088 433466.6173843255, 90945.52823151265 433463.0880753136, 90947.72783433986 433463.8232612264, 90950.67885455726 433464.1679803121, 90950.32905822287 433467.6973498861);18.55559880182942;0.25329471313456253;0.9717924782760187
south;6952;375;LINESTRING (90944.48014298332 433473.6866746371, 90942.28422845047 433472.9841306508, 90939.60202004312 433472.193353752, 90939.94823599848 433468.6310034664, 90942.6305950142 433469.4216489925, 90944.82997297592 433470.1568805064, 90944.48014298332 433473.6866746371);17.87262694119846;0.18977821678909282;0.8865045011004624
south;6952;376;LINESTRING (90944.82886171952 433470.1469578695, 90942.6305950142 433469.4216489925, 90939.95056435175 433468.6534434528, 90940.29673441812 433465.091557125, 90942.97917947301 433465.8821757327, 90945.17866989088 433466.6173843255, 90944.82886171952 433470.1469578695);17.817958512999148;0.0;1.0
south;6952;377;LINESTRING (90945.17855742591 433466.6174072767, 90942.97917947301 433465.8821757327, 90940.29682046711 433465.0915301811, 90940.64621003956 433461.5622747434, 90943.32874110361 433462.3528666914, 90945.52834394574 433463.0880526119, 90945.17855742591 433466.6174072767);17.76322253747883;0.06222489588498336;1.0000000000000002
south;6952;378;LINESTRING (90945.52823151265 433463.0880753136, 90943.32874110361 433462.3528666914, 90940.64629605788 433461.5622480522, 90940.99566427253 433458.0332087702, 90943.67828131493 433458.823774317, 90945.87799654988 433459.5589378242, 90945.52823151265 433463.0880753136);17.762815278560936;0.25241074543795616;0.9999999999999998
south;6953;374;LINESTRING (90939.25460857716 433475.7463558038, 90936.57248629052 433474.955551206, 90933.76064465317 433474.7966680677, 90934.1102496706 433471.2662710809, 90936.9219893488 433471.4251482313, 90939.60202004312 433472.193353752, 90939.25460857716 433475.7463558038);19.74948242342409;0.2094893625223589;0.8761266792147706
south;6953;375;LINESTRING (90939.60419777854 433472.2159251391, 90936.9219893488 433471.4251482313, 90934.11019869622 433471.2662680459, 90934.45978182886 433467.7360924746, 90937.26820531346 433467.8627979156, 90939.95056435175 433468.6534434528, 90939.60419777854 433472.2159251391);19.844283005809526;0.0;1.0
south;6953;376;LINESTRING (90939.94823599848 433468.6310034664, 90937.26820531346 433467.8627979156, 90934.45646563754 433467.7039207387, 90934.80282709759 433464.1420344915, 90937.61437538936 433464.3009115597, 90940.29682046711 433465.0915301811, 90939.94823599848 433468.6310034664);19.860737183987265;0.0;1.0000000000000002
south;6953;377;LINESTRING (90940.29673441812 433465.091557125, 90937.61437538936 433464.3009115597, 90934.80595190669 433464.1742060899, 90935.15226762461 433460.612782176, 90937.96376497143 433460.7716560869, 90940.64629605788 433461.5622480522, 90940.29673441812 433465.091557125);19.75534173277362;0.0674539443944991;1.0
south;6954;373;LINESTRING (90933.41111955525 433478.327294096, 90930.59922689904 433478.1684080523, 90928.41173529247 433477.3460722602, 90928.76134480524 433473.81553085, 90930.94885397272 433474.6377879148, 90933.76064465317 433474.7966680677, 90933.41111955525 433478.327294096);17.993731514404296;0.2680890435013182;0.7065828589039231
south;6954;374;LINESTRING (90933.76069563575 433474.7966710528, 90930.94885397272 433474.6377879148, 90928.76135357586 433473.815491621, 90929.11094109375 433470.2851727398, 90931.2984589925 433471.1073909029, 90934.11019869622 433471.2662680459, 90933.76069563575 433474.7966710528);17.99243141203292;0.0;1.0
south;6954;375;LINESTRING (90934.1102496706 433471.2662710809, 90931.2984589925 433471.1073909029, 90929.11094983474 433470.285133806, 90929.45734281521 433466.7229467155, 90931.64804212729 433467.5772152981, 90934.45646563754 433467.7039207387, 90934.1102496706 433471.2662710809);18.069722357248434;0.0033642491592780995;1.0
south;6954;376;LINESTRING (90934.45978182886 433467.7360924746, 90931.64804212729 433467.5772152981, 90929.46052423862 433466.7549971145, 90929.80687136643 433463.1932734799, 90931.9944035892 433464.015329021, 90934.80595190669 433464.1742060899, 90934.45978182886 433467.7360924746);18.146058291937987;0.0010165503539486707;1.0000000000000002
south;6954;377;LINESTRING (90934.80282709759 433464.1420344915, 90931.9944035892 433464.015329021, 90929.80370428714 433463.161060411, 90930.15317844524 433459.6318875529, 90932.34071930914 433460.4539050764, 90935.15221668186 433460.6127789891, 90934.80282709759 433464.1420344915);18.06460380591212;0.14934132715842183;0.8814154217315349
south;6955;373;LINESTRING (90928.41172649231 433477.3461117864, 90926.22423487129 433476.5237759802, 90923.63471260514 433476.1779814062, 90923.98406367481 433472.64742922, 90926.5738443938 433472.9932345417, 90928.76135357586 433473.815491621, 90928.41172649231 433477.3461117864);17.27437289910394;0.007824928118076089;1.0
south;6955;374;LINESTRING (90928.76134480524 433473.81553085, 90926.5738443938 433472.9932345417, 90923.98419289693 433472.6474346028, 90924.33352199756 433469.1171048589, 90926.9234319216 433469.4629156371, 90929.11094983474 433470.285133806, 90928.76134480524 433473.81553085);17.27375887977126;0.0;1.0000000000000002
south;6955;375;LINESTRING (90929.11094109375 433470.2851727398, 90926.9234319216 433469.4629156371, 90924.33365120686 433469.1171102882, 90924.68076314537 433465.5647458346, 90927.26982491199 433465.9007285191, 90929.46052423862 433466.7549971145, 90929.11094109375 433470.2851727398);17.38415749787107;0.0;1.0
