apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
south;6943;292;LINESTRING (90959.18414245541 433778.9418813948, 90956.59946055434 433778.395811283, 90953.69633914236 433778.1877363125, 90954.04883617279 433774.5708314578, 90956.95316315317 433774.8286821871, 90959.53786647631 433775.3746860065, 90959.18414245541 433778.9418813948);19.925644178928682;0.1400750427291858;0.8996614898921412
south;6943;293;LINESTRING (90959.5378557806 433775.3747190576, 90956.95316315317 433774.8286821871, 90954.05006140989 433774.6206084985, 90954.40205383078 433771.0046371268, 90957.30646863423 433771.2655584871, 90959.8911826305 433771.8115294371, 90959.5378557806 433775.3747190576);19.908488489246196;0.10248168123658118;0.9616250913565537
south;6943;294;LINESTRING (90959.89117195063 433771.8115623351, 90957.30646863423 433771.2655584871, 90954.40214165744 433771.0077077285, 90954.75531812459 433767.4421283902, 90957.65973776366 433767.7028018244, 90960.24446241712 433768.2487400474, 90959.89117195063 433771.8115623351);19.844924007775873;0.14138896980879365;0.7224824437989477
south;6944;292;LINESTRING (90953.69635880843 433778.1877376312, 90950.79323736875 433777.9796626567, 90949.12910062638 433777.5492048941, 90949.48152619283 433773.9323838739, 90951.14573440207 433774.3627577696, 90954.05006140989 433774.6206084985, 90953.69635880843 433778.1877376312);16.68327464282292;0.0;1.0
south;6944;293;LINESTRING (90954.04883617279 433774.5708314578, 90951.14573440207 433774.3627577696, 90949.4815944322 433773.9323270973, 90949.83351108871 433770.3164412098, 90951.49772682629 433770.74678636, 90954.40214165744 433771.0077077285, 90954.04883617279 433774.5708314578);16.674899216629267;0.09686230689187249;1.0
south;6944;294;LINESTRING (90954.40205383078 433771.0046371268, 90951.49772682629 433770.74678636, 90949.83351862233 433770.3164124484, 90950.18668437973 433766.7508884554, 90951.85090329713 433767.1812069921, 90954.75532296349 433767.4418804296, 90954.40205383078 433771.0046371268);16.52907719629457;0.6019986624067142;1.0000000000000002
south;6944;295;LINESTRING (90954.75531812459 433767.4421283902, 90951.85090329713 433767.1812069921, 90950.18668756465 433766.7508618206, 90950.53990449323 433763.1890193959, 90952.20412657615 433763.6193114556, 90955.10704776316 433763.8273785344, 90954.75531812459 433767.4421283902);16.581678401678914;0.3078782700739245;1.0
south;6944;296;LINESTRING (90955.10854623932 433763.8799849283, 90952.20412657615 433763.6193114556, 90950.53990766424 433763.1889928983, 90950.89308861335 433759.6275137105, 90952.55731384865 433760.0577794294, 90955.46021543513 433760.2658450732, 90955.10854623932 433763.8799849283);16.579564991284364;0.06329667138140276;1.0
south;6944;297;LINESTRING (90955.46023503288 433760.2658465457, 90952.55731384865 433760.0577794294, 90950.89309177085 433759.6274873482, 90951.24623691561 433756.0663696358, 90952.91046528946 433756.4966091539, 90955.81334728064 433756.7046733238, 90955.46023503288 433760.2658465457);16.489699027900322;0.06884067932383521;0.9213500554907331
south;6945;291;LINESTRING (90948.77532197935 433781.1167024318, 90947.11118846273 433780.686217493, 90944.10194556473 433779.9469040683, 90944.45584065575 433776.3795782515, 90947.46496064225 433777.1187742383, 90949.12910062638 433777.5492048941, 90948.77532197935 433781.1167024318);17.085524499504345;0.1646682254904594;0.9811828661741877
south;6945;292;LINESTRING (90949.12909739348 433777.5492320061, 90947.46496064225 433777.1187742383, 90944.45577913415 433776.3795195705, 90944.80830715987 433772.7595688787, 90947.81738621386 433773.5019531936, 90949.4815944322 433773.9323270973, 90949.12909739348 433777.5492320061);17.320104941648314;0.0;0.9999999999999998
south;6945;293;LINESTRING (90949.48152619283 433773.9323838739, 90947.81738621386 433773.5019531936, 90944.80826623651 433772.7627571729, 90945.16037257503 433769.1470575998, 90948.16930287566 433769.8860672911, 90949.83351862233 433770.3164124484, 90949.48152619283 433773.9323838739);17.309209371152203;0.01049004298136179;1.0
south;6945;294;LINESTRING (90949.83351108871 433770.3164412098, 90948.16930287566 433769.8860672911, 90945.16022383087 433769.1436829377, 90945.51359978138 433765.5815914322, 90948.52246863864 433766.3205432808, 90950.18668756465 433766.7508618206, 90949.83351108871 433770.3164412098);17.07088654576846;0.2255899030123589;0.9999999999999998
south;6945;295;LINESTRING (90950.18668437973 433766.7508884554, 90948.52246863864 433766.3205432808, 90945.51353834702 433765.5815335533, 90945.86687817442 433762.0198066026, 90948.87568557233 433762.7587008306, 90950.53990766424 433763.1889928983, 90950.18668437973 433766.7508884554);17.057725739131918;0.5149523555587429;1.0000000000000002
