building gmlid; roof surface gmlid; apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7099;749;LINESTRING (90405.16689304239 432094.9682169462, 90402.57090277151 432094.6460234393, 90399.92688639971 432094.079456375, 90400.27997758531 432090.5209243115, 90402.9247290385 432091.0876240509, 90405.52132423663 432091.4098827133, 90405.16689304239 432094.9682169462);18.962902451089544;0.11773951719226082;0.7378141723799297
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;749;LINESTRING (90399.92651886973 432094.0793901338, 90397.2825024753 432093.5128230588, 90394.21830040142 432093.29615766, 90394.57095290662 432089.7376131456, 90397.6355936675 432089.9542909694, 90400.28034514324 432090.520990711, 90399.92651886973 432094.0793901338);20.591549504429686;0.3384980161693658;1.0
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;750;LINESTRING (90400.27997758531 432090.5209243115, 90397.6355936675 432089.9542909694, 90394.57117226595 432089.7376193281, 90394.92422723553 432086.1750140503, 90397.9890878314 432086.3916980599, 90400.63420763935 432086.9584645291, 90400.27997758531 432090.5209243115);20.61716582299314;0.21136421571330868;1.0000000000000002
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;751;LINESTRING (90400.63383930028 432086.9583978362, 90397.9890878314 432086.3916980599, 90394.92444707322 432086.1750202097, 90395.27754331619 432082.6119988727, 90398.34262332675 432082.8286890285, 90400.98811074179 432083.3955222424, 90400.63383930028 432086.9583978362);20.62169059423494;0.22777581987581824;1.0
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;752;LINESTRING (90400.98774312787 432083.3954555286, 90398.34262332675 432082.8286890285, 90395.2777627334 432082.6120049835, 90395.63053901654 432079.052212722, 90398.69583847055 432079.2689089942, 90401.34169352114 432079.8358091115, 90400.98774312787 432083.3954555286);20.605119176296256;0.23059913014097633;1.0
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;753;LINESTRING (90401.34132587901 432079.8357422429, 90398.69583847055 432079.2689089942, 90395.63075846272 432079.0522188013, 90395.98357632774 432075.4920073667, 90399.04909525454 432075.708709721, 90401.69531796893 432076.2756769032, 90401.34132587901 432079.8357422429);20.609661299397875;0.17462222521314016;1.0
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;754;LINESTRING (90401.69495029838 432076.2756098677, 90399.04909525454 432075.708709721, 90395.98379580345 432075.4920134174, 90396.33665542572 432071.9313810379, 90399.40239385451 432072.1480894409, 90402.0489842614 432072.7151238411, 90401.69495029838 432076.2756098677);20.614214402951717;0.14896802325645186;1.0000000000000002
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;755;LINESTRING (90402.04861656218 432072.7150566526, 90399.40239385451 432072.1480894409, 90396.33687493035 432071.9313870486, 90396.69013810813 432068.3666829034, 90399.7560965185 432068.5833973403, 90402.40305540019 432069.1504992543, 90402.04861656218 432072.7150566526);20.639908997633643;0.15340697037300433;1.0
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;756;LINESTRING (90402.40268691856 432069.1504317657, 90399.7560965185 432068.5833973403, 90396.69035809234 432068.3666888971, 90397.04366342202 432064.8015598284, 90400.10984139325 432065.0182802501, 90402.75716802533 432065.5854497043, 90402.40268691856 432069.1504317657);20.64448882525872;0.0881094701666512;1.0
ID_0599100000101436;RCID_33ae5e03-414d-4eb1-bc27-a63dcae0f782;south;7100;757;LINESTRING (90402.75680026811 432065.5853821958, 90400.10984139325 432065.0182802501, 90397.04388298589 432064.801565778, 90397.3968690203 432061.2396590675, 90400.46326658237 432061.4563854424, 90403.11096099373 432062.0236225925, 90402.75680026811 432065.5853821958);20.627949212115386;0.014915411894492152;1.0
