building gmlid; roof surface gmlid; apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
ID_0599100000658069;RCID_833a6434-f17a-4c4c-8b67-12f66c5eccec;south;6696;796;LINESTRING (92273.7484873482 432095.2645440621, 92271.39559210317 432095.6225964206, 92269.39941644666 432095.8688157141, 92269.75656816518 432092.2840709656, 92271.75275320417 432092.0377364607, 92274.10560190414 432091.6795232717, 92273.7484873482 432095.2645440621);15.374955607618393;0.10721385145488015;1.0
ID_0599100000658069;RCID_833a6434-f17a-4c4c-8b67-12f66c5eccec;south;6697;797;LINESTRING (92269.75656816518 432092.2840709656, 92267.76038781916 432092.5303476949, 92265.40856630722 432092.8306888537, 92265.76653511586 432089.2419556289, 92268.1179548717 432088.9414346042, 92270.11414465168 432088.6950421133, 92269.75656816518 432092.2840709656);15.408233921634642;0.3356576495951901;1.0
ID_0599100000658094;RCID_d6f35383-daad-4bac-81b4-11c7d0860774;south;6697;800;LINESTRING (92270.8309275778 432081.4858650726, 92268.83473305465 432081.7323156074, 92266.48351376699 432082.0329267184, 92266.84163306841 432078.442686049, 92269.19245057664 432078.1418935457, 92271.18865465996 432077.8953259659, 92270.8309275778 432081.4858650726);15.41244143465618;0.06416147804157467;1.0
ID_0599100000658094;RCID_d6f35383-daad-4bac-81b4-11c7d0860774;south;6698;803;LINESTRING (92267.5848005087 432071.1208566755, 92265.23420671362 432071.4218129787, 92263.27824540633 432071.7118851115, 92263.63623834211 432068.1218804924, 92265.59216138968 432067.8332239711, 92267.94235373553 432067.5320848924, 92267.5848005087 432071.1208566755);15.243980707415826;0.152310426706551;1.0
ID_0599100000658101;RCID_abbbfcfa-fb51-4e66-aa41-bcd6842a039c;south;6699;805;LINESTRING (92263.99730542669 432064.4820625796, 92262.04138236388 432064.7707190845, 92259.6530123433 432065.0686399338, 92260.01121675695 432061.4793221068, 92262.39918373429 432061.1812114459, 92264.35536230315 432060.8924497957, 92263.99730542669 432064.4820625796);15.383456708611888;0.16997361410119288;1.0
ID_0599100000658101;RCID_abbbfcfa-fb51-4e66-aa41-bcd6842a039c;south;6699;807;LINESTRING (92264.71321502233 432057.3024275032, 92262.75703645049 432057.5911891289, 92260.36906946966 432057.8892997636, 92260.7277434642 432054.2952774518, 92263.1153069712 432053.9969757783, 92265.0717414738 432053.7081079682, 92264.71321502233 432057.3024275032);15.40298718741698;0.2621422001823184;1.0
ID_0599100000658076;RCID_0f6550ae-17b0-4353-beef-8e7a623f4304;south;6700;812;LINESTRING (92262.13518499279 432040.0383749593, 92259.74825819305 432040.336896963, 92257.66107672761 432040.7166511813, 92258.02011271048 432037.1206919558, 92260.10714310162 432036.7407633064, 92262.49366643545 432036.4420476893, 92262.13518499279 432040.0383749593);15.84508564468405;0.15640354464391507;1.0
ID_0599100000658081;RCID_6fc32c35-ea76-4b1b-9dab-86f42121063a;south;6701;814;LINESTRING (92258.38019251419 432033.5063213442, 92256.29316210558 432033.8862499734, 92254.3126610294 432034.176122355, 92254.67164733188 432030.579227664, 92256.65230356267 432030.2892351596, 92258.73918296071 432029.9091309607, 92258.38019251419 432033.5063213442);14.390487482796184;0.40984371802331454;1.0
ID_0599100000658081;RCID_6fc32c35-ea76-4b1b-9dab-86f42121063a;south;6701;815;LINESTRING (92258.73925846009 432029.9092188962, 92256.65230356267 432030.2892351596, 92254.67172492466 432030.5791674759, 92255.03076417318 432026.9817427125, 92257.01149803396 432026.6916898051, 92259.09830195294 432026.3114974138, 92258.73925846009 432029.9092188962);14.392564448228608;0.5061684760738729;1.0
ID_0599100000188004;RCID_5eb403e5-28a8-4904-9a49-dd99b7e3eddd;south;6918;740;LINESTRING (91241.62263063327 432213.3093733456, 91239.13359460462 432213.2529182694, 91236.68536128901 432213.7781281786, 91237.04715783664 432210.2249495415, 91239.49591996022 432209.6996190428, 91241.98588029509 432209.7561243868, 91241.62263063327 432213.3093733456);17.376277299754925;0.13064296958202795;1.0
ID_0599100000188004;RCID_5eb403e5-28a8-4904-9a49-dd99b7e3eddd;south;6920;740;LINESTRING (91231.87096865993 432214.3542746847, 91229.50530136019 432214.4051408303, 91226.60097320846 432214.8564823562, 91226.96146149302 432211.303407494, 91229.86664257053 432210.8519828732, 91232.23276520122 432210.8010959868, 91231.87096865993 432214.3542746847);18.546048171096775;0.0;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6845;214;LINESTRING (91365.86056321049 434090.0688639399, 91364.05784290282 434089.2802764137, 91361.57921290143 434088.1202681761, 91361.93729730567 434084.5148540091, 91364.4143839562 434085.7463396451, 91366.21907737452 434086.4625870241, 91365.86056321049 434090.0688639399);15.980841905371353;0.32557136941323767;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6846;213;LINESTRING (91361.22170668602 434091.6937193262, 91358.74315370244 434090.5335905175, 91357.37666233879 434089.8515539465, 91357.73422586129 434086.245718242, 91359.10128855132 434086.9276681303, 91361.57921290143 434088.1202681761, 91361.22170668602 434091.6937193262);14.489511260707628;0.2936330439913598;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6847;212;LINESTRING (91357.01847676485 434093.4579874338, 91355.65227144668 434092.7759070634, 91353.2658789066 434092.027524761, 91353.62314716089 434088.4212850197, 91356.0098855598 434089.1695608172, 91357.37666233879 434089.8515539465, 91357.01847676485 434093.4579874338);14.046338269944126;0.34527552604523865;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6848;211;LINESTRING (91352.9078502195 434095.6380521379, 91350.52163083719 434094.8896161455, 91348.31267417214 434094.5183134106, 91348.66988482972 434090.9078874186, 91350.87931321419 434091.2791959109, 91353.2658789066 434092.027524761, 91352.9078502195 434095.6380521379);16.992662187483027;0.17979899176232578;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6849;210;LINESTRING (91347.95530449023 434098.1255777417, 91345.74658324866 434097.7542777715, 91344.04858455731 434097.2343896541, 91344.40490030708 434093.6271543812, 91346.10348160856 434094.147007845, 91348.31267417214 434094.5183134106, 91347.95530449023 434098.1255777417);14.412453070197898;0.03088900901042451;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6849;211;LINESTRING (91348.31243828943 434094.5183105844, 91346.10348160856 434094.147007845, 91344.40519188228 434093.6271371165, 91344.76181945932 434090.0167454297, 91346.46069227098 434090.5365818265, 91348.67012067113 434090.9078903213, 91348.31243828943 434094.5183105844);14.426960298641513;0.6680514866093931;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6850;211;LINESTRING (91344.40490030708 434093.6271543812, 91342.70661057193 434093.1072836454, 91340.15622158762 434092.4752348037, 91340.51269485764 434088.8649332425, 91343.06323815533 434089.4968919366, 91344.76211097592 434090.0167283383, 91344.40490030708 434093.6271543812);15.751526666529763;0.15198827175808957;1.0
ID_0599100000759271;RCID_5cffa989-23e0-4816-9a18-6a583887d31c;south;6850;212;LINESTRING (91344.76181945932 434090.0167454297, 91343.06323815533 434089.4968919366, 91340.51277200357 434088.8648882587, 91340.86883264675 434085.2587661484, 91343.41945289596 434085.8906801667, 91345.11861657607 434086.4104997097, 91344.76181945932 434090.0167454297);15.73459654982679;0.001686871815730692;1.0
ID_0599100100004134;RCID_8fee18c8-6788-4949-9bed-b2beee0ad358;north;3652;149;LINESTRING (90904.75912634737 434687.8944370911, 90908.19542558404 434688.2084477847, 90910.78404349406 434688.4306121759, 90910.4038938412 434692.0893521616, 90907.81556497762 434691.8672077989, 90904.40177850125 434691.4661545077, 90904.75912634737 434687.8944370911);22.069132146805465;0.9181592205989652;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3650;143;LINESTRING (90894.65004660405 434665.8505776149, 90897.81076419272 434666.1800003027, 90900.66414839224 434666.3072718296, 90900.29445651406 434669.9288915567, 90897.43121821861 434669.8416357758, 90894.27106799203 434669.5122632764, 90894.65004660405 434665.8505776149);22.146452425002725;0.7337473017571553;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3651;144;LINESTRING (90900.29445651406 434669.9288915567, 90903.14770410943 434670.0561788674, 90906.58489002868 434670.3690268325, 90906.20513255015 434674.0267914927, 90902.79059058198 434673.6256353202, 90899.91536247761 434673.5861674147, 90900.29445651406 434669.9288915567);22.891502069829677;0.897220507286426;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3652;142;LINESTRING (90907.33466428764 434663.0848592201, 90910.7722416202 434663.3972492024, 90913.36184042602 434663.6194837797, 90912.98127310733 434667.2822406815, 90910.39196368982 434667.0600259304, 90906.9547778134 434666.7471779243, 90907.33466428764 434663.0848592201);22.277500939693333;0.5543866625034617;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3652;143;LINESTRING (90906.95458190041 434666.7474071821, 90910.39196368982 434667.0600259304, 90912.98141793588 434667.2822505949, 90912.60091839335 434670.9443556154, 90910.0117534803 434670.7221508033, 90906.58489002868 434670.3690268325, 90906.95458190041 434666.7474071821);22.191032404950633;0.9107635464709741;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3652;154;LINESTRING (90902.86986418857 434706.6167100393, 90906.30527692476 434706.9318836685, 90908.89320350738 434707.1539973306, 90908.51932717809 434710.7825004961, 90905.92646248871 434710.580569306, 90902.51343035939 434710.1796179347, 90902.86986418857 434706.6167100393);21.983875311739542;0.8732568402056036;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3653;153;LINESTRING (90909.24992375307 434703.5907421574, 90911.84482274705 434703.7862659655, 90915.19851926254 434704.1774379588, 90914.81905748617 434707.8266675446, 90911.4809860824 434707.3761009531, 90908.89320350738 434707.1539973306, 90909.24992375307 434703.5907421574);21.610228981066047;0.8929902863884003;1.0
ID_0599100100004134;RCID_8a62df94-9129-466b-99f0-aa2a667ac445;north;3653;154;LINESTRING (90908.89305952178 434707.1539872935, 90911.4809860824 434707.3761009531, 90914.81920416819 434707.8267000791, 90914.44505307751 434711.4551442308, 90911.10710975656 434711.0046040888, 90908.51424508906 434710.8026728963, 90908.89305952178 434707.1539872935);21.785849628122424;0.7234565962021006;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3510;183;LINESTRING (90201.58139633367 434744.2892898532, 90204.53164966955 434745.0419752597, 90207.35732224176 434745.6436814235, 90206.99979674508 434749.2780317165, 90204.18165265491 434748.6518138139, 90201.22465807133 434747.9234666028, 90201.58139633367 434744.2892898532);21.39813749228677;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3511;183;LINESTRING (90207.35711505165 434745.6438544195, 90210.1827875982 434746.2455605781, 90213.44533006352 434747.0124082479, 90213.11030286955 434750.5685152125, 90209.82526210931 434749.8799108381, 90207.00711804436 434749.2536929437, 90207.35711505165 434745.6438544195);22.460437803482147;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3512;181;LINESTRING (90214.15410254053 434739.767656572, 90217.42370737821 434740.5128158224, 90220.61260682921 434741.0954354918, 90220.25374626846 434744.7273737681, 90217.06578021607 434744.1444296086, 90213.80323779458 434743.3775819152, 90214.15410254053 434739.767656572);23.882163670935505;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3512;182;LINESTRING (90213.80291210912 434743.3774834557, 90217.06578021607 434744.1444296086, 90220.25421294299 434744.7272114306, 90219.89504467104 434748.3622644214, 90216.73072117052 434747.7008593736, 90213.44533006352 434747.0124082479, 90213.80291210912 434743.3774834557);23.662101768482152;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3513;180;LINESTRING (90220.97095478841 434737.4595526027, 90224.13693576136 434738.1212519905, 90227.50486747365 434738.7422154568, 90227.14835999563 434742.365339394, 90223.80103951575 434741.6782173455, 90220.61260682921 434741.0954354918, 90220.97095478841 434737.4595526027);23.923035166029344;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3517;177;LINESTRING (90246.03510590714 434730.2928229821, 90249.25976312399 434730.5850860196, 90252.20001770879 434730.4461394422, 90251.8612211009 434734.0043607595, 90248.89776006054 434734.22264115, 90245.67359878491 434733.9304125578, 90246.03510590714 434730.2928229821);22.39261166791714;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3517;179;LINESTRING (90245.33565560335 434737.4845627482, 90248.55981688279 434737.7767913023, 90251.52327792118 434737.5585108826, 90251.16080743003 434741.1954990989, 90248.22153907952 434741.3343043347, 90244.99780804756 434741.0421037527, 90245.33565560335 434737.4845627482);22.122304093605884;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3518;178;LINESTRING (90251.8612211009 434734.0043607595, 90254.80120860078 434733.8654619649, 90257.63309148391 434734.6573300834, 90257.27019887078 434738.2909415867, 90254.46281314759 434737.4196585176, 90251.52327792118 434737.5585108826, 90251.8612211009 434734.0043607595);20.82654009676084;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3519;176;LINESTRING (90258.33487497144 434727.4607549891, 90261.16754100402 434728.2523866856, 90263.47545040795 434728.7472076121, 90263.11151242514 434732.3855314233, 90260.80416290974 434731.8908584753, 90257.97228006111 434731.0989903367, 90258.33487497144 434727.4607549891);19.16820300254101;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3520;176;LINESTRING (90263.47517072875 434728.7471336404, 90265.78308011543 434729.2419545629, 90268.25104159213 434729.9201447433, 90267.88677693938 434733.5582945379, 90265.41914213925 434732.8802783426, 90263.11179264096 434732.3856054031, 90263.47517072875 434728.7471336404);17.801324747928735;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3521;176;LINESTRING (90268.25087841338 434729.9200577346, 90270.71883987082 434730.5982479045, 90273.72781976638 434730.2556795676, 90273.36298078095 434733.8939776269, 90270.35457522661 434734.2363976739, 90267.88694044547 434733.5583814856, 90268.25087841338 434729.9200577346);20.046773031050762;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3522;174;LINESTRING (90274.45681309971 434722.9775442595, 90277.46636762156 434722.6348263854, 90279.69863477958 434722.3812222773, 90279.33350351665 434726.0208201447, 90277.10141065801 434726.2743000222, 90274.09243078747 434726.6168683104, 90274.45681309971 434722.9775442595);18.858516959902804;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3523;174;LINESTRING (90279.69854770129 434722.3812844598, 90281.93081484344 434722.1276803541, 90284.71529427551 434721.9905589425, 90284.35019373099 434725.630284735, 90281.56568357814 434725.7672781988, 90279.33359073514 434726.020758068, 90279.69854770129 434722.3812844598);18.1161223500415;0.0;1.0
ID_0599100000674816;RCID_d36db153-6315-4cd2-aeec-e72eb059883b;north;3523;175;LINESTRING (90279.33350351665 434726.0208201447, 90281.56568357814 434725.7672781988, 90284.35017834624 434725.6302207793, 90283.98513693144 434729.2693575319, 90281.20061140944 434729.4062874089, 90278.96860557364 434729.6597055908, 90279.33350351665 434726.0208201447);18.112977409627234;0.0;1.0
