apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
north;4153;375;LINESTRING (93378.10015486684 435737.2430310084, 93380.47925408315 435737.1766175715, 93383.42831456453 435737.4130546741, 93383.08511389073 435740.9428327423, 93380.13648398772 435740.7064243506, 93377.75768572639 435740.7728286909, 93378.10015486684 435737.2430310084);18.86436654199242;0.09285649839077176;0.8130554622356113
north;4153;376;LINESTRING (93377.75753526055 435740.7728331872, 93380.13648398772 435740.7064243506, 93383.08532917392 435740.9428470908, 93382.75576019523 435744.4484800539, 93379.8073278427 435744.2120878312, 93377.42868115424 435744.278518905, 93377.75753526055 435740.7728331872);18.732192227722653;0.0;0.9666449737466427
north;4139;378;LINESTRING (93302.50759865751 435739.0448443617, 93304.95416328085 435739.57397114, 93307.80711098076 435739.7321266761, 93307.46404755636 435743.2617274739, 93304.61087499018 435743.1035224235, 93302.16389360126 435742.5743991241, 93302.50759865751 435739.0448443617);18.942144097181757;0.3050709974133857;0.7044222775135549
north;4140;377;LINESTRING (93308.15042057006 435736.2023570045, 93311.00325580523 435736.3604877223, 93313.15508871624 435736.8779934673, 93312.81230683613 435740.4077986404, 93310.66017108681 435739.8903070077, 93307.80711098076 435739.7321266761, 93308.15042057006 435736.2023570045);17.898165599526994;0.08664610665718643;0.9975079606718248
north;4140;378;LINESTRING (93307.80722341362 435739.7321514768, 93310.66017108681 435739.8903070077, 93312.81215543259 435740.4078056044, 93312.46939479973 435743.9373925699, 93310.31710766487 435743.419907773, 93307.46393512559 435743.2617027214, 93307.80722341362 435739.7321514768);17.897995381670384;0.0785964459067291;0.9999999999999998
north;4140;379;LINESTRING (93307.46404755636 435743.2617274739, 93310.31710766487 435743.419907773, 93312.46924342075 435743.9373993755, 93312.1265038501 435747.4667698877, 93309.97406535418 435746.9492917619, 93307.12078038428 435746.791062041, 93307.46404755636 435743.2617274739);17.897833863001118;0.08761921491391869;0.978824588308328
north;4141;375;LINESTRING (93313.8411711832 435729.8176999415, 93315.99270113505 435730.335220449, 93318.92258675829 435730.4968257982, 93318.58019954013 435734.02713434, 93315.64987630796 435733.8654670601, 93313.49804341838 435733.3479612951, 93313.8411711832 435729.8176999415);18.17293617537021;0.0;0.8583232856290975
north;4141;376;LINESTRING (93313.49819487144 435733.3479540127, 93315.64987630796 435733.8654670601, 93318.57998074156 435734.0271033802, 93318.23761506462 435737.5571902444, 93315.30707304063 435737.3954920815, 93313.15508871624 435736.8779934673, 93313.49819487144 435733.3479540127);18.173110116239478;0.0;1.0
north;4141;377;LINESTRING (93313.15524014467 435736.8779863443, 93315.30707304063 435737.3954920815, 93318.23739627536 435737.5571593293, 93317.89505197335 435741.0870262239, 93314.96429116721 435740.9252972269, 93312.81215543259 435740.4078056044, 93313.15524014467 435736.8779863443);18.173292612319496;0.0;0.9999999999999998
north;4141;378;LINESTRING (93312.81230683613 435740.4077986404, 93314.96429116721 435740.9252972269, 93317.89483319366 435741.0869953544, 93317.55251012043 435744.6166439508, 93314.62153054087 435744.454884171, 93312.46924342075 435743.9373993755, 93312.81230683613 435740.4077986404);18.173483466090158;0.0;1.0
