apex flight line; row in apex data; col in apex data; cell geometry; cell area; percentage of deviations; percentage of cell in roof
south;6439;296;LINESTRING (93281.67626371549 433972.7440649883, 93279.30756079557 433972.666733754, 93277.01175588118 433972.2977873196, 93277.36359334347 433968.7861794259, 93279.65763818608 433969.1060900638, 93282.02642481439 433969.1834494405, 93281.67626371549 433972.7440649883);16.697325688610057;0.0;0.7691254411945873
south;6440;296;LINESTRING (93277.01190532243 433972.2978223574, 93274.71610039068 433971.9288759162, 93271.97214174682 433971.8903413571, 93272.32385423136 433968.3787153621, 93275.06793785762 433968.4172679966, 93277.36198271756 433968.7371786385, 93277.01190532243 433972.2978223574);17.885532755483133;0.0;0.9096960830022404
south;6440;297;LINESTRING (93277.36359334347 433968.7861794259, 93275.06793785762 433968.4172679966, 93272.32393173518 433968.3787119031, 93272.6757172803 433964.8700812176, 93275.41985016811 433964.9086537174, 93277.7152261905 433965.2775192718, 93277.36359334347 433968.7861794259);17.82536962789122;0.0;0.9241522331864135
south;6441;297;LINESTRING (93272.32385423136 433968.3787153621, 93269.57984808434 433968.3401592711, 93267.32643050388 433967.9760676447, 93267.67689129896 433964.4158716328, 93269.93163363039 433964.831528554, 93272.67576654293 433964.870101052, 93272.32385423136 433968.3787153621);17.745217148895737;0.008529564694634395;0.8674277509252033
south;6441;298;LINESTRING (93272.6757172803 433964.8700812176, 93269.93163363039 433964.831528554, 93267.67689230875 433964.4184766334, 93268.02731789998 433960.8586386762, 93270.28197705005 433961.2740189222, 93273.02615746381 433961.3126126424, 93272.6757172803 433964.8700812176);17.944613073065973;0.3150267391215716;0.9500736776844204
south;6442;298;LINESTRING (93267.67689129896 433964.4158716328, 93265.42214996065 433964.0028197098, 93262.47722223072 433963.9798724749, 93262.82771076978 433960.420003048, 93265.77257555713 433960.4429817287, 93268.027234724 433960.8583619785, 93267.67689129896 433964.4158716328);18.660325041434348;0.01834379155417342;0.8676266088363508
south;6442;299;LINESTRING (93268.02731789998 433960.8586386762, 93265.77257555713 433960.4429817287, 93262.82767930624 433960.4200186948, 93263.17813278513 433956.8605057988, 93266.12296612325 433956.8835000342, 93268.37754210935 433957.2986037164, 93268.02731789998 433960.8586386762);18.661843019270062;0.25126966894015584;0.9447720999591678
south;6443;299;LINESTRING (93262.82771076978 433960.420003048, 93259.88281449031 433960.3970400179, 93257.57045018142 433959.9057292092, 93257.9208389612 433956.3462739489, 93260.2332679698 433956.8375270867, 93263.17810133647 433956.860521323, 93262.82771076978 433960.420003048);18.893385402481936;0.0014775875332771156;0.7931770983172612
south;6443;300;LINESTRING (93263.17813278513 433956.8605057988, 93260.2332679698 433956.8375270867, 93257.92087130601 433956.3462451704, 93258.27122523214 433952.7871444038, 93260.58368656304 433953.2783689263, 93263.52848849501 433953.3013785958, 93263.17813278513 433956.8605057988);18.891501574557914;0.09897032191921487;0.9736784466543918
south;6444;300;LINESTRING (93257.9208389612 433956.3462739489, 93255.60844227983 433955.8549920259, 93253.39868738304 433955.4790439963, 93253.74922324749 433951.9200026914, 93255.95879621214 433952.2958912354, 93258.27125756048 433952.7871157617, 93257.9208389612 433956.3462739489);16.398452247311297;0.0;0.8937392533774342
south;6444;301;LINESTRING (93258.27122523214 433952.7871444038, 93255.95879621214 433952.2958912354, 93253.7491322842 433951.9199729798, 93254.09963346703 433948.3612842269, 93256.30911546397 433948.7371431779, 93258.62160911832 433949.2283392199, 93258.27122523214 433952.7871444038);16.396597830444477;0.12374149012246034;0.9761874239268903
south;6445;301;LINESTRING (93253.74922324749 433951.9200026914, 93251.53955930349 433951.544084426, 93248.68736516309 433951.160405119, 93249.03806338388 433947.601771175, 93251.89006049105 433947.9853956516, 93254.09954250419 433948.3612546035, 93253.74922324749 433951.9200026914);18.279114023627994;0.0;0.9290776229526648
south;6445;302;LINESTRING (93254.09963346703 433948.3612842269, 93251.89006049105 433947.9853956516, 93249.03796487155 433947.6017437686, 93249.38862857679 433944.043460498, 93252.2405271707 433944.4270576704, 93254.44991821662 433944.8028871148, 93254.09963346703 433948.3612842269);18.276617967945338;0.18957847701259883;0.9143029237636234
south;6446;302;LINESTRING (93249.03806338388 433947.601771175, 93246.18596773758 433947.218119289, 93243.77174330334 433947.1146844873, 93244.12227110812 433943.5563731825, 93246.53663144755 433943.6598359847, 93249.3885300683 433944.0434331561, 93249.03806338388 433947.601771175);18.90981601934974;0.003849524295995373;0.9150047707456268
south;6446;303;LINESTRING (93249.38862857679 433944.043460498, 93246.53663144755 433943.6598359847, 93244.12233906114 433943.5563871391, 93244.47283252573 433939.9984248656, 93246.88726081554 433940.1019015891, 93249.73906092645 433940.4854715191, 93249.38862857679 433944.043460498);18.907848093968596;0.1414373980203926;0.9017925143935158
south;6447;303;LINESTRING (93244.12227110812 433943.5563731825, 93241.70797870247 433943.452924339, 93239.26370031382 433942.8467450805, 93239.61446227635 433939.2888908281, 93242.05847216884 433939.8949620345, 93244.4729004777 433939.9984387602, 93244.12227110812 433943.5563731825);17.535004518508703;0.0;0.9174265194969111
south;6447;304;LINESTRING (93244.47283252573 433939.9984248656, 93242.05847216884 433939.8949620345, 93239.61432802917 433939.288836884, 93239.96505583578 433935.7313295231, 93242.40893146786 433936.3373469992, 93244.82342772611 433936.4408375896, 93244.47283252573 433939.9984248656);17.533043776762696;0.03811845435878074;0.715476887144182
south;6448;304;LINESTRING (93239.61446227635 433939.2888908281, 93237.17031811786 433938.6827656739, 93234.45364705673 433938.5822111624, 93234.8043451519 433935.0246838808, 93237.52104593172 433935.125258278, 93239.96492158294 433935.7312757663, 93239.61446227635 433939.2888908281);18.60712610561728;0.05684328819751307;0.9393953632458156
south;6448;305;LINESTRING (93239.96505583578 433935.7313295231, 93237.52104593172 433935.125258278, 93234.80436001488 433935.0246937682, 93235.15466632968 433931.4711411878, 93237.87138194637 433931.5717254136, 93240.3151236063 433932.1776894792, 93239.96505583578 433935.7313295231);18.58589797279532;0.34034904009938005;0.8757360327610225
south;6440;294;LINESTRING (93276.31070992109 433979.4307218828, 93274.01460607475 433979.0617051762, 93271.27074237261 433979.0232140003, 93271.62109494695 433975.4618720699, 93274.36505359161 433975.500406598, 93276.66085852812 433975.8693530111, 93276.31070992109 433979.4307218828);18.091354673395184;0.0;0.7305377793321784
south;6440;295;LINESTRING (93276.66100797692 433975.8693881284, 93274.36505359161 433975.500406598, 93271.6211424213 433975.4618936758, 93271.97145927747 433971.9009152522, 93274.71546540083 433971.9394713173, 93277.01112089127 433972.3083827168, 93276.66100797692 433975.8693881284);18.089140822091164;0.04552942078052079;0.8179288982642844
